in	q5e,qfm,qdj,q25,q26,q27,q24
holded	sax,ooa,oob,nv8,e52,nny,16sf,16u0,4ra,ooc,ood,by,ooe,oof,13ng,oog,ooh,bs2,16na,e6s,z0n,ooi,ooj,e9w,2k9,ook,bxb,ool,oom,nhw,oon,8cw,ooo,e23,15v,oop
humidify	p8p
husbanded	bmu
hyaenas	pez
hybridizations	pcx
hyperopic	pgh
hypervitaminosis	ph4
inapposite	q3g
informatively	qnx
insatiate	qud
inseminations	qv3,qv4
instrumenting	qyx,qyy,qyz
intermingles	5qm
isobutylene	rlz
isoetes	rm4
jiggered	rxa
kachins	s84
kassite	s9y,s9z
kinos	siv,siw
koppie	sog
labyrinthitis	srs
leiomyomas	tfj
lers	u0s
loadstone	u8s
longes	nml
lsds	upk
madhouses	4uu
masquers	vib
metics	w8f
mewed	w1q,w98
microbalance	wa8
micrometeorite	was
misbehaviors	wn8
moneyers	akm
moraceae	x5l
moresque	x5a
mugil	xgc
muniments	xjl
nailhead	xrv,xrw
naturalizes	xy8,xy9,xya,xyb,g3w
nelumbo	y4k
noddles	yi1
nutbrown	yx7
objectiveness	z06
okaying	2mm
ostracizes	4a4,zuh
outfields	zx9
oxes	107r,107s
padder	kqh
pantographs	10k0
papaverine	10kb
parotitis	10rh
perambulations	11d2,1pg
peregrination	11ej
periwig	11hj
petards	11mx
pharmacopoeias	11oz
photomicrographs	11tk
phycoerythrin	11ud
planetesimal	12b4
pleonastic	12ic
pocking	18jq
pollarding	12sr
preexistence	13fr
pressurizes	1drv,13m4,13m5
probabilism	13t1,13t2
psylla	s5f
pterocarpus	14d7
puces	14el
punnets	14jq
quadrillions	14s7,14s8
quintette	14zl,14zm,14zn,14zk
raphanus	15cf
reappraisals	15kp
recalculates	15mu
reconsiderations	15rx,15ry
redcaps	15v5,15v6
remould	15nh,16w8
retama	16ua
reverences	ji5,16z1,16z2,16z3
rhodophyta	173g
roistering	8as
romanize	17id
roundedness	17o8
rovings	1jjb
ruritanian	17vn,17vm
rustiness	17x8,17x9
samovars	187x
sapodilla	18al,18am
schottische	18o0,18o1
scolytus	18pj
scrod	18o2,18ut
semitropical	1djv
septuagenarians	19es
servilely	z1r
slippered	1avo
slothfulness	1awu
smirch	1b2q,5v9,1b0r,e60
sovietism	63w
stableboy	1cb5
stepladders	1com
sterculia	1cp3
stomacher	1cwh
subleases	1dfg,1dfh
sugarplums	1dnc
tabus	1ecv,1ecw
tankful	1eka
telegraphists	1ev1
televises	1euv
terrene	1ewh,xja
thiobacillus	1fdh
thomomys	1feg
thundershower	1fjw
timpanist	1h52
titillates	1fle,1fs0
trampler	1g9g,1cev
tridacna	1glv
trollops	1arv,tu
turquoises	1h1d,mx6
umbelliferae	1h87
uncomplainingly	1hfq
unicyclist	1hu6
unintrusive	1hvy
untilled	1ibh
vanillas	1ipb,1ipc,1ipd
velars	1itr
vended	1162
verrucas	1jm9
vizor	1j85,5d9
wainwrights	1jfm
waitressed	1jg5
wardenship	1jki
warrener	1jm3
waterers	1jpw,1jp1
wickiup	1k7k
witchcrafts	1kge
zabaglione	1kyw
zygoma	1l2v
aass	399
abridgments	bbi
accessioning	bi
achilleas	fu
acidotic	gd
adaptative	mk
afflatus	z9
ajuga	1a2
alabaman	1al
albedos	1bo
amenorrhoea	1ql
amias	1rh
anglicize	21y
anguis	22m
annalists	24m
apodictic	2gl
areolate	2sv
armeria	2w7
autobiographers	3nz
balagan	44e
bathetic	4mp
beroe	55m
berretta	5i5
biconcave	59w
boustrophedon	6ep
breechblock	6qp
bumpiness	78p
buret	7b9
burgomasters	7bj
burgrave	7bn,7bo
bursars	7dm
burundians	7e1
callinectes	7rg
capones	82k
carcharhinus	86b
carousal	8ar
cenchrus	8s9
chorusing	9ni,9kr
cicer	9r8
ciconia	9rd
circlets	9sw,9sx
coachbuilders	ad6
comestible	aug,h55
condoling	bcp
conns	bk2
convecting	bxv
copaiba	c3c
correlatives	cad
costermongers	cdn
counterpointed	bwj,cgz
coxswains	cmg
crankcases	cpl
cuon	d9n
cyclopia	dia
cypraea	dj8
cyprinids	dje
daintiness	dm2
dauphins	dst
debouches	dy7,dy8
desolating	o,els,t7d
destines	esc,r1x
desuetude	esv
diffracting	f4r
docetism	fzn
doohickeys	g5u
dramatisations	gel,gem
embonpoint	12l0,9pm
erinaceus	i70
erins	i6z
feathertop	jj4,jiz
fettling	jqi
flocculate	kfc,kfd
fogbound	kmg
footlockers	kqd
fraises	l2h,l2i
funiculus	lhu,lhw
fusspot	1kn0
gallimaufry	z6l
garroting	lsl
gestates	m3o,nvg
givenness	m9j
glauconite	mbe
glisters	mcn
glugs	mew
goosander	mlc
graveling	25n,mub,11jd
groundmass	n32
groundsheet	n38
gulches	n8h
haemolysis	o9d
hatpins	nul
hearthstones	o18
hebraist	o3y
hedgefund	o4p
heinousness	3fv
helpmates	o82
huntresses	paw
hypothesises	pik,pil,n6r,1bu1
illogicality	ppx
indefiniteness	qbx
integrality	hye
intercommunion	r3f
ironer	8gw
irradiations	ris,4ql,rit,riu,riv,155a
isomorphous	rn2
izar	rpb
kilocycles	sgq
laggers	dt8
laminal	svr
leghorns	5zq
lethargically	tj7
lieges	1irr,tow,tox
lochia	u7m
logogram	uab
maigre	uw4
mainlands	uwx
mainsprings	ux1
maledictions	pzg
maligns	420
mastoiditis	vkg
meanspirited	1hsi,4ij
merluccius	w3m
metic	w8f
microcephalic	wad
milvus	wh8
mongolic	wzu
monosyllable	x25
morphemic	x7m
muscidae	xky
myristica	xpz
neckpiece	y1t
niff	ydj
nondeductible	ykk
northeastwards	ypd
nutlets	yxc
oligochaete	zc2
orach	zl7
orderer	zng,znh
overgenerous	t60
overstatements	ik3
oxidoreductases	108g
pancreatectomy	10hz
pardners	am0
paroling	10rd
passado	ulr
peeresses	sth
penally	14jg
persiflage	11jx
petrifaction	11na,11nb
philanderers	1kih
phosphocreatine	11sd
pilea	120e
pityingly	127y
pleopods	1e4i
primitiveness	d2r
promisor	140v
psalterium	14ba
pseudococcus	14bf
pyramides	14pg,14ph,14pi,14pj
quarterings	14va,14vb,14vc
rectocele	15tx
reexamines	1707
reformulates	15w4
refractoriness	1628
reshipment	16nt
roister	8as
rooked	1j22
salmonberry	ab1,1855,1856
sarcophaga	18br
scapegrace	18jj
schoolbags	18nk
secretor	maj
seeable	1j7h
seemes	ucg,2ii,196d,196e
sentimentalize	19dl,19dm,19dg
shearings	19tj
shoshones	1a3a,1a3b
similitudes	ttl,cgv
simpers	1af7,1b0t
skillfulness	1anr
snifters	1b5k
soapsuds	1b8r
sonchus	1bh1
sparker	1bq6
sprag	1c4k,127m
steatorrhea	1cm8
steepens	1cmq,1cmr
subtotals	1djp
syncopate	1e94,1e95
syneresis	1e9t,1e9u
syphons	1aja,1ajb,1ajc
systematists	1er2,znh
tangoed	1ek6
telopea	1ewn
tephrosia	1f14
thaumaturge	1biz
thymes	1fk7,1fk8
tieback	14gy
tinsmiths	1fqi
trammels	1g94,1g92,1g93,19nf,1gfi,16sr
triatoma	1gkg
tungusic	1gxt,1gxu
tupaia	1gy7
turbellaria	1gyf
turnstones	1h16
unclasped	1hek
uncrossing	1hi3
undatable	1hin
unhewn	1htn
unsalable	1i6s
untangles	j0l,1i4p
untwisting	1icb
valeted	1in2
vasoconstrictors	1irm
voluptuary	1jcr,i1k
vulcanite	noq
wampanoags	1jj3
waybills	5db
whins	mma,1kjv,1k2m
windpipes	1g5t
wonderingly	14xf
woodwards	1kjt,1kju
acaricide	9p
adorations	1knj,sl,sm
adverted	3h9,1j9,w1f
afebrile	xp
alocasia	1k2
alphabetization	1l9
ambulacral	1pq
analysand	1wa
anathematize	eb
angiopathy	21f
anglicism	21z,220
annwn	26c
anorthite	278
anthelmintics	1ixj
appose	2ks
arawakan	2ph,2pi,2pj
arriver	2z2
arsenates	2zl
artefactual	31d
asepsis	33p,2d3
ashtoreth	3ar
atheromatous	3e2
bages	42f,42g,76l,12nb,42h
bandings	48g,48h
bargainer	1g76,4eg
barytes	o3p
becloud	z1i
bedsitter	4v3
beethovens	4w5,4w6
belemnite	4yv
berkeleys	550,551
blacklegs	18gt,k0n
blamer	5p3
blintz	5s8
bloodworm	5ut
blunderer	79h
botryoidal	6c1
breaked	r7z,6np,6nq,6nr,6ns,1gbt,6nt,6nu,6nv,6nw,6oz,6p0,1j4y,57v,1ids,6nx,j5j,6ny,6nz,6o0,do4,6o1,6o2,6o3,6o4,6o5,6o6,6o7,6o8,6o9,19dy,eh7,4b3,6oa,6ob,am7,6ov,6oc,6od,6oe,6of,6og,6oh,6oi,6oj,6ok,1123,6ol,6om,6on,6oo,6op,6oq,cnd,6or,6os,l21,6ot,6ou
brilliantine	6ub
britts	6vg,6vh
broadways	6wz
brunos	thi,71b,71c
budges	74d,1cu3
bugloss	75j,108m
camelias	7tl
capras	82s,82t
capricornus	835
cassandras	8gg
catamite	8jh
cerebration	1fda
chalazion	8z4
challengeable	8zu
cherrystone	9d9,9da
cherty	9dc
chorine	9nj
cive	9jd
clinometer	a6r
cnss	8u4
cockaigne	ag6
comedo	5m9
compeer	117b
compromisers	b6k
conceivability	b85
conscionable	blk
contumacy	bxo,bxp
copilots	c3n
cortinarius	cc7
corymb	cck
cosigners	ccp,ccq
crackerjacks	rxl,rxm
cristobalite	cxc
crosscuts	d06,1a2p,d07
curettes	dbb
cynocephalus	dj2
dartboards	dr3
defectiveness	e6p
defrosts	e9p
dentitions	1euk,ejf
dialyzer	f0a
diluvial	f7l
dinettes	f90
direful	3td
disfavors	fjt,fju,fdn
dowers	gc6,ga7,hsa
downings	gbc
dracunculus	gcp,gcq
drawee	gg1
drumheads	gnl
emberiza	hj7
emulous	hnw,hnx
endomorph	hrr
enshroud	1a60
entailments	e4x
epiglottitis	i24
eurypterids	ifx
evildoing	1gbw
exchangeability	ilx
fasciculations	je1
fascicule	je0
fenestrations	jo0,jo1
fictionalizes	js2,ytg
fieldmouse	jt8
flexile	kcc
fortunetellers	kyj
frazzles	l4p,l4m,l4q
frequentative	l7j
frigidly	lcb
fundamentalisms	lh8
garganey	lro
gladdening	ma2,ma3
gobbets	mha
gradational	mow
grigri	mzk
grogs	n12
guaiacum	n57,tt4,n58
guiles	coc,cof,1gli
haggles	ndx,ndy
heavenwards	o2p
heedful	o53,887,vj
hemicycle	199j
hiccough	ofj,ofk
hogfish	ons,11zd
homograph	ot1
hoosegow	owt
horologist	1jor
infixes	qm5,qvh,qm6
ingroups	a7b
inharmonic	fhe
interlobular	r4y
jimsonweed	rxq
joggle	ga6,rz7,rxc,rz8
jumpiness	ry4
kilocalorie	7s8
kinfolks	jaj
komondor	sob
labourite	srn
lactates	ssw,6pw
leucotomy	u6r
licenser	tnx
limekilns	tuu
liturgists	u3r
locknuts	u86
logorrhea	uad
louisianian	ug4
lues	1eax
lunkhead	gsk
lyses	upp,upq
malacology	uzk
marinates	vcg
mastopexy	vkh
megrim	wd7
mendels	vzv
mercilessness	d2y,w2h
merlon	w3j
mewl	1jft
misdeal	wnt,wnu
misspeaking	wpc
moneyer	akm
mulligatawny	xhb
mustachio	xn9
mustelidae	xng
needlefish	y2m,124q
obligato	yz9,yza
obstinance	1da3,1da4
ornamentally	zr2
overborne	100x,100y,4rb
overdressing	101w,101x
painfulness	10ch,10cq
parisiennes	10q1
passeriformes	10wd
pavis	112d
pibroch	11vz
pignut	11zu
piscatorial	125l
placation	128e
placeable	15qq
placentals	1297
platysma	12em
poleaxe	12qu,12qv,12qw
predecease	13ea
prexy	13l7
prolificacy	175c
promotive	141a
protoceratops	1487
quarriers	14uj
queered	1fk5,14wm
radiolocation	1535
radiophone	1558
retroverted	16zy
roarer	17di
rosebay	17ky
rudds	17r6
ruly	17sq
sainfoin	1833
salients	184d
samsons	188c,770
scarers	18jx
scomber	18pk
servomechanism	19ir
sextons	19mq,19mr
shrinked	1a5w,kdi,1a5m,1a5n,1a5o
singings	1aha,1epg
solidness	1be4,1bek,1diq,1bem
spankers	1ar3,1bpe
sporotrichosis	1c3f
steeplechases	1cmu,1cmv
storminess	1cyv,1cyw
strapper	770
studbook	1dah
subheads	1der
successfulness	1460
sucklings	1dl9,yx1,1dla,1dlb
sweetleaf	1e3o
syllabub	1e6s,1e6t
synclinal	1e93
tamarinds	1ei8,1ei9
tastefulness	1eoz
telltales	1epi
thirstily	1fdt,gx6
tiebacks	14gy
toona	1fy8
toper	gji
tracheids	1g5w
tractions	n0c,1g6l
transamination	1g9u,1g9v
trepan	1gjf,1gjg,1gjh
troublous	1grf
tsaritsa	dki
tucket	khn
turves	1gys,1gyt,1gyu
ultramontanism	1h7y
unbuckles	1hde
unfledged	1hri,1hrj,kbd
unhinges	11li,1hto
unifications	ljw,1hw7,1hwd
unnaturalness	1i1a
upraise	16tg
uxorious	1il3
valuate	vru
valuator	2l0
variegate	1iqr,1irc
vivaciously	1j9k
vivifying	23l,1j9s
vulgarians	1jea
wardes	n61
wheals	1jgp
wriggler	1k8p,1k8q
xanthate	1krk
acclimates	bv
accustoming	ncm
agamic	11g
agglutinates	131,132
alkalic	1fx
alsatia	1ln
apish	2g5
apocalyptical	2ge
apprehensiveness	2lj
arbalest	8jj
arboreta	2q0
argents	2t3
arizonian	2v9
astacus	3ao
atole	3ew
atonia	3fj
auricularia	3lp
autodidacts	3od
backcrossing	3yi
backfields	3yn
backspacer	3zv
bawds	146d
bedsore	4v4
begrimed	fda,4xe
bellflowers	7un
blamelessly	rjz
bombastically	1gyx,64p
bowlines	6g7
brattice	6m1,6m2
bratwursts	6m4
brogans	6xa
broils	6xb,6xc,6xd,440
bronchoscopic	6yf
bryophyta	72g
bunging	1fqq,79b
burred	7al,4d6
cadaverine	7lb
caecilians	7lw
calcic	7np
caltha	7sf
calyxes	7sy
cambarus	7t2
capturer	844
carbonize	85x,85y
caroler	8ae
cavalcades	8oo
celebrator	8qd
chamfering	587,lj3
chickenfeed	1az7
chiliad	1ffp
chylomicron	9r4
citrullus	9vs
cobbers	aey
coelacanths	ai2
coercions	ai8,b6q
collusions	aow,bkt
continuative	bjq
counterweighted	chl
cumulates	dz
cuspidal	de0
cystocele	djy
daydreamers	dtx
debilitates	ht7
degenerations	ea4,ea3,ea5
deglazing	ea7
demodulators	ets
devoutness	ey4
disordering	11li,fno
dispirit	emk
disrobes	1hoc
dodecagon	g17
dogbane	g1n
donges	f92
dracos	gcj,gck,gcl
dreissena	gh5
dualisms	gos
ejaculator	hag,hah
elastoplast	hbe
elocutionist	hh6
endwise	hsi,hsj,hsk
ensconce	hwo
enthrallment	83y
entranceways	hyo
epinephelus	i2h
ericas	i6t
erotism	i7p,1sv
escallops	18i8,dgf,18i9,18ib
everydayness	ayr
exegeses	iny
expectorate	iry,irz
expensiveness	isn
expertness	itb
fantast	jbr
fathometer	1bhi
fenlands	vfi
fibrillose	jrj
fieldworks	jti
flattops	cv8,18k
footsore	kqn
fresnos	l8a
gelsemium	lwy
gemmae	lx8
girondin	m8a
gitanos	m8e
hagiographers	ne1
halobacterium	nhs
handsaws	nl6
havanas	nv7
headgears	nya,nym,nyn
headword	nzu,nzv
hectograph	o4c,o4d
heronry	od4
herrenvolk	vjs
hins	oit
hyperemic	pg7
hyperextend	pg8
icees	lc4,pju,pjv
iconoscope	pl2
illative	qkz,pp6,pp7
illegibility	ppb
imides	pr8
immunogens	ptq
incoherency	q6z,q70
injuriously	qrc
iraqs	rh6
irresolution	qbc,rk4
ixodidae	rp7
jigaboo	ydt
joels	ryx,ryy
jonquils	s12,s13
jugglery	s3z,s40
jujus	s4b,s4c
kelps	sbo
leakiness	t9o
lingeries	ty7
lingeringly	ty8
litigates	u2y,jg
luxuriates	unq,qhb,unr
macrons	us5
madrasahs	ut6
mafiosos	uti,utj
manganite	v5o
mangosteens	v5x,v5y
masculinize	vhc,vhd
meeds	vvc
meliaceae	vxh
mesophytic	w4o
mesothelium	w4r
miscasting	wnf
mistime	wqx
monotreme	x2f
mortimers	x8v
motorisation	xbk
mudded	wmi,xfl
multinucleate	xhr
neophobia	y57
nightbird	ye1
nipponese	rt9,rt8
nowheres	ytw
oilskins	zai
onagers	8jj,zdy
opah	zge
overstrained	105z
overutilization	102d
pagurus	10c8
pahoehoe	10cc
parkings	10qh,10qi
peevishly	117h
pelmet	c8d
perpendicularity	zsa,11j5
picturesqueness	11xw,11xx
pilfers	120f
planation	12ak
plumose	12k9
poilus	12ob,14ly
poons	12y3,12y4
porphyra	130h
porphyrias	130i
porterage	131n,131o
poufs	j5a,zvg
poundings	138m,1fhf,nit
predestinate	13eg,kti
proboscidea	13ty,13tz
prurigo	14av
psidium	14bp
punkah	14jn
punster	14jr
pyrogallol	14q1
pyrophyllite	14qe
radiolucent	1550
reinsure	168c,168d,168e
reprehensibly	16j4
restfulness	16ru
scaremongers	18jy
scourer	18ri,18rj
scriber	18ud
searchingly	18z6
seismograms	197h
seriocomic	19gn
sforzando	19n8,19n9
shiftiness	15d6,19wv
sleaziness	1ase,19nd
slogger	1gs3,12iw,1axx
sobriquets	yd8
solariums	1dqd
solecism	jhe
southmost	1bn4
spelunkers	1378
stormproof	1cyx
stouthearted	1ce8
supertax	1dyg
sympatry	1e84
teethed	1euj
tinners	1fqi
tormenters	1g0p,1g0o
touchiness	1f4s
tragacanth	1g7q
traitorously	j7c
tramper	1cev,oi6
transliterates	1gd4
trapezohedron	1gfr
triteness	1gos
unchangeably	1ha7
underclasses	uhz
underproduction	1hlc
undulatory	1hol
uninstructed	1hvh
unintelligibility	q70,1hvl
uninventive	1cpe
unlubricated	1hzz
unmanageably	1i06
unsanctified	13wg
unstinted	t60
unstylish	1dd2,1hqm
uproars	1gx5,p5y
vallisneria	1inn
vetches	1j0c
violists	1j5d
vitrify	1j9c,1j9d
volatilize	1jbd
wordplays	14ia
wrestlings	1kpd,1kpi
yugoslavians	1kyh
zebrawood	1kzo,1kzp
abacuses	h,i
adansonia	mb
advocator	vz
afterpiece	116
aggregative	13j
aglets	14q,14r
alabamans	1al
amaryllidaceae	1o1
amateurishness	1o8
ammonoid	1s6
anatidae	1xp
anglophilia	225
anhidrosis	230
antiknock	2bs,2bt
anurans	law
apostolical	10k8,2hh
applier	2jx,2k5
appoggiatura	mod
aramaeans	2p8
armyworms	2x9,2xa,2xb
arteriogram	302
assimilatory	38o
audiometer	3k1
auklets	3l7
baaing	5q8
backplates	3zp
basilican	4ju
batrachia	184f
bdellium	4pd
bewailed	elm
bilocation	5e0
bogarts	61p
brochette	6x7
bunkmate	79v
bywords	148y
caducous	7lu
calliphoridae	7rl
campions	1acr
capitalisms	81q
carabaos	84n
caroms	175n,8al,8am,8an
cartwrights	8eb,8ec
cascabel	1atl
casuistic	8ig,8ih
catharism	1bu
centile	11db
chuckwalla	9pt
cittern	9vv
classs	9zb,9zc,9zd,cij,9ze,9zf,9zg,9zh,a04
cockchafer	agb
coelenterata	acy
coiffures	net,ghp
combretum	atg
compeers	117b
concomitants	cb
concordes	nqs,bad,bae,15v
congeries	13i
consensuses	bm1
consumptives	brn
cotinus	ce7
counterpane	4v5
counterplan	cgx
cowlicks	cm5
cowpokes	clt
cruciferae	d2b
crumbing	d3b,d3c,d3d
culebras	d7n
cummerbunds	d97
curtal	dd4
cuttingly	dgw
dawdles	ty6,dmu,sts
deaccession	duh
decadents	dyt
deerskins	e5v
defamer	e61
demander	ef0
demulcent	ehd,ehe
demurrers	ehf,ehl,e77
destressing	duf
dholes	eyu
dialectician	f01
disas	fdc,e7a
dogie	g22
dourly	g9o
encrust	hpr,hps,hpt
felicitously	jm8
festooning	jpw
fiascoes	dxj
fibrinous	jrn
fibulas	jrv
flecking	1c48
fleeter	kbp
fleetness	kbr
flurried	kjs,bgw
forebode	13es
forequarters	ktl
founts	kp1,l0d
frenches	l70,l71,l72,l73
gaberdine	guj
girlishness	m87
goodyears	ml2
gorgonians	mm5
grouches	n2c,n2d
habenaria	nc7
harmonizations	nqq,nqr
hejira	o5q,iqf
hexapods	of7
hiddenness	ofs
holcus	oo6
huntings	pah,18yu,pag
hydrokinetic	pe3
hypothetic	bj7
impracticability	pzc
impugns	q1o
incertitude	g94
inelegance	qil
inherence	qpn
inion	qqi
initialing	qqn
introjection	rbd,rbe
isostasy	rn7
jabbered	15bv
jells	rv8
klystrons	sl1
knout	sn3
lacer	ss1
lackadaisically	ssf
lagomorph	stz
lamaism	suv
lappish	t00
lightwoods	tsy
limitedly	tvg
limpa	tvu
litterer	u3a
lolos	uav
loppers	14aq
lopsidedly	ue5
lories	ueq
luting	un0
lycians	uo0
lymphangioma	uoh
magnetizes	uur,uus
malayans	v00
manipulatively	v77
mankinds	1kmg
matchwood	vlh,vli,vlj
matriculates	vn1,vn2
micropaleontology	waz
middays	ynn
mistily	wqw,1im9
morphea	x7k
namers	xst
naphthalenes	xtq
narcoleptics	xu7,xu8
newspapering	ybp
nightwork	yek
odalisques	z69
onionskin	zfa
onomatopoetic	zfm,h2g
osteichthyes	ztq
overstrain	105y,105z
oxyhemoglobin	108r
panpipe	10jd
parochially	10r6
peached	1bxj
perissodactyla	11hb
pertly	pwv
phycocyanin	11uc
pinnule	123a
plethodon	12ie
plowboy	12jh
pollywog	1eed
polonaises	12tc
poniard	12x6,12x7
precised	13db
prodigally	1jo8
purlieu	i05
purlieus	i05
ratite	15f6
rebuses	15mq
recombinations	15r4,15r5
redbones	15v3
reflate	160h,160i,160j,160k
reinstatements	1689,168a
reiterative	rot
rejoicings	168z,j17
relistening	16cd
renegotiates	16fa,16fb
reportages	cky
respecters	16qg
retroversion	16xk,16xl,165i
roguery	wnh
romaines	ccm
rusticate	17wy,17wz,19az,17x0,17x1
scarabaeus	18jr
scombroid	18pl
scunner	18wm
semivowels	19an
septums	19ev,19ew
setscrew	19k2,19k3
shorthands	1a2w
sinked	1aif,1aig,1aih,1aii,1aij,fal,1ayg,1ayf,7e5
siphonaptera	1aje
sitars	1akg
slews	1fxq,4m8,1e45,1ang
sneads	1b4u
snugger	1b81,a93,1b82,cmu
spays	1m0
speleology	1buu,1buv
spermatids	1bvl
spoonerisms	1c36
spottings	1cd1,etn
stalkings	1cdo,1cdp
stooling	1cxh,1cxi,1cxj,1cxk
strangulations	9lb,1d1j,1d1k
strategics	1d22
subjacent	1deu
substantives	1diu
sullenness	x7h,1dom
sweared	dcq,yt,1e22,1e23,1gtn
tactlessness	1ee9
taffrail	1eej
tarheels	yp3
tarmacs	1enh,1eni,uq3
taxs	1eqc,1eqd,1eqe,1eqf,1eqg
tearless	1esk
tegs	1euq
teliospores	1ew6
theologists	1f8u
thesauruses	1fb2
tinders	shf
tinking	1fq6
tippets	1fqv
tittered	m6h
topmasts	1fzn
totalize	1g2h
toter	8br
transship	1gf0
traverser	1ggr
trellising	1gim
tropaeolum	1gqd
unadvised	pom,1h9t
unanalyzed	1had
unappealable	1han
underframes	1amo
underspending	1hlm,1hln
ungentle	po3
ungraciously	1hso
unguis	ozo
unintimidated	1hcn
unpretentiously	1i3r
unqualifiedly	1i4h
unseens	1bzg
unthoughtful	1i5e
unwrinkled	1idu
vacuousness	1ilv
vagabonding	17h3
vermifuge	1ixj
voltmeters	1jc9
voteless	fjj
wanter	1jjp
winnebagos	1kdz,1ke0
yawls	1ku6,1ku7,p5k
aardwolf	6
abloom	3g
accordionists	cv
actomyosin	kj
adjustive	qa
advective	uv
adventive	v1
aerates	188,jm,108p
agnates	14u
agronomical	16k
albuminous	1c4
anacardiaceae	1v7
annalistic	24n
annulet	263,264,265
antecubital	28s
arapahos	2pc,2pd
armagnacs	2vq
arpents	2y5
auguring	60h,3kv
aythya	3uv
baltimores	47x
banteng	4bp
beatify	ipi,4t3,4t4
beleaguer	1eso,563
bezique	123l
bicipital	59t
blameworthiness	5nq
bolides	63a
bolshevists	63v
boraginaceae	69g
bothrops	6bz
brittles	6vt
busman	7fj
cabalists	7jl,7jm,7jn
cabots	7kk,7kl
calciferous	7nq
calendered	7oy,me3
capparis	82o
captainship	83s
cashmeres	8g3,8g4,s9t
cerastium	8vd
certitudes	8x4
cestoda	8xk
chantey	92w
chasubles	983
chatterboxes	1d3h,98l
cheeking	9ar
chronoscope	9p9
cives	9jd
coherences	aji,ajj
collocate	aoi,aoj
concordats	ck2
confect	7wt,bdo,bdp
copiousness	8e
courtliness	cjj
cowhides	cly,clz,cm0,cm1
cranesbill	cpb
cricks	cvk,cvl,cvm
crural	d3r
decollete	e2w
deject	emk
delayer	eby
deputes	ec4,enf,ec5
digestions	f5n,f5o,f5p
digitate	f68
disbelievingly	qa1
dismemberments	fn1
dithyramb	fw4,fw5
encirclements	5tc
enfeoffment	ht9
factorize	j4n
flexures	kci,kmv,kcf
flump	kj8,12b9
followes	ko2,134v,ko3,ko4,b4v,ko5,ko6,ko7,s8,ko8,1egm,1g5g,1jog,1dk7,12fq,sbb,atr,ko9,koa,4pi,1dyj,14mr,kob,1cr6
fondants	kow
frogmouth	lb3
frontbenchers	lbs
galoot	log
gamboge	lp5,lp6
gaoled	q0l
garbages	lr5,gkp,lr6
gastrula	ltx
geometridae	m1n
germander	m2z
gladstones	mac,1320
goateed	mh5
granadilla	mqp,mqq,mqr,mqs
hebdomadal	1jw8
hexanes	of5
hippeastrum	ojs
holographs	v9d,oq4
honorariums	ov4
horticulturally	p0y
humanises	p82
humulin	15r3
hymned	pfi,pfj
inartistic	q3p
incredibility	q9w
incs	rhb
ingratiates	qow
irides	rhl,rhm,rhn
ironweed	rih
jural	s6n
kinships	yp,siz
knockings	sm8
kwannon	sqf
lambkins	svc
leadless	1hz2
lentigo	l4v
lepidopterists	ti1
liturgist	u3r
locule	u8h
logograms	uab
loligo	uaq
lunules	nga
lychnis	unz
lysines	upo
mainstreams	ux3
marline	ve4
mayflowers	vpk,1g8e
megakaryocyte	vw9
megaptera	vwj
menadione	1j92
merles	5lv
microscopists	wbc
midsummers	1dpt
milliamperes	wgc
miscalled	woy
mortaring	x8i
musci	72i
mushiness	xln,vov
naturalizations	xy4,xy5,xy6,xy7
nauruans	xyw
negroids	5l7
nerving	1cmc
nexuses	tyr,yc5
nightlong	yec
nitella	ygg
nonattendance	yjr
noncom	yk2
nonstops	yn3
nurser	yww
nutritions	yxi,yxh,yxj
nutshells	yxm
nymphalidae	yy1
osages	zsu,zsv,zsw
otos	zv3,zv4
outstays	105w,zzq
oximes	108h
panderers	121k,10i8
parhelia	10pl
parsonages	10sb
peevishness	rkn,1ewv
peewees	17v7,11nt
pentimento	11bq
permutes	11in
pertinacity	g1x
petitio	11n6
philippian	11qb
phlogopite	11r8
pliancy	12in,12im
polypore	12vf
polysemous	12vj
ponderable	12ww,aj1
prefigurative	u0
prevarications	tok,i5t,uob
prosthetists	146b
purposelessness	14md
pursers	14mn
quag	wmf
quoter	150u
racon	1536
ramsons	1k94
rasters	15dl
rataplan	17pz
reductants	15xp
refurnishing	1632
reprehend	16j3
resplendently	mm1
restitute	16sc,16fn
reticulocytes	16v0
retrains	16w1,16w2
ritardando	158w
ruggers	17ru
rushlight	17w6
saccule	17zd
saprophyte	18b3
scyphozoa	18x2,18x3
shirring	19z4,19z3
shivaree	19zi
showes	1a4d,148q,1f4l,1a4e,11xs,iw4,qdo,1a4f,15i9,1a4g,1ijg,1a4h
smashingly	1azp
snaffles	1b38,1b48,1b39
socinians	1baa
solfa	1fxj
sourwood	1bjg
soys	1bnw,1bnx,1bnz,1bny
spading	1boi
stovepipes	1czc,ghr
stuccos	1da7,1da8,1da9
stupe	1dcf
sumach	1dpa
sweltered	1e40,1e41
swooshed	szh
tariffed	1eng
tarots	1enp
tauruses	188i,1epu,1epv,1epw
tautog	1eq2
thirteens	1fdx
thylacines	1fk6
tilles	1fnn
tinct	1fqj
totalizator	10pm
towhees	1g4g
triangulates	1gk8,1gk9,1gka
trigonella	1gmb
triskele	1goo
